order_id,date,customer_id,region,channel,category,quantity,unit_price,discount_pct,revenue,cogs,gross_profit,is_demo_data
ORD-10405,2024-06-03,CUST-110,LATAM,Direct Sales,Hardware & Peripherals,1,1020.82,0.0,1020.82,734.99,285.83,True
ORD-10406,2024-06-19,CUST-197,EMEA,Partner / Reseller,Cloud Services,1,1921.3,0.0,1921.3,672.45,1248.85,True
ORD-10407,2024-06-30,CUST-108,EMEA,Partner / Reseller,Enterprise Software,3,2263.45,5.0,6790.35,1697.59,5092.76,True
ORD-10408,2024-06-16,CUST-171,North America,Inside Sales,Cloud Services,1,1556.45,0.0,1556.45,544.76,1011.69,True
ORD-10409,2024-06-29,CUST-239,APAC,Inside Sales,Professional Consulting,10,3494.89,10.0,34948.9,19221.9,15727.0,True
ORD-10410,2024-06-12,CUST-244,EMEA,Inside Sales,Cloud Services,1,2041.01,0.0,2041.01,714.35,1326.66,True
ORD-10411,2024-06-01,CUST-299,North America,Inside Sales,Enterprise Software,3,2032.28,5.0,6096.84,1524.21,4572.63,True
ORD-10412,2024-06-25,CUST-163,EMEA,Digital Self-Service,Cloud Services,1,888.8,5.0,888.8,311.08,577.72,True
ORD-10413,2024-06-26,CUST-156,EMEA,Inside Sales,Hardware & Peripherals,10,208.7,0.0,2087.0,1502.64,584.36,True
ORD-10414,2024-06-27,CUST-181,APAC,Digital Self-Service,Hardware & Peripherals,1,332.4,15.0,332.4,239.33,93.07,True
ORD-10415,2024-06-01,CUST-136,EMEA,Partner / Reseller,Professional Consulting,2,4110.09,10.0,8220.18,4521.1,3699.08,True
ORD-10416,2024-06-26,CUST-225,North America,Direct Sales,Hardware & Peripherals,1,666.84,0.0,666.84,480.12,186.72,True
ORD-10417,2024-06-08,CUST-257,North America,Partner / Reseller,Enterprise Software,1,3016.36,0.0,3016.36,754.09,2262.27,True
ORD-10418,2024-06-06,CUST-105,North America,Partner / Reseller,Hardware & Peripherals,1,1036.5,10.0,1036.5,746.28,290.22,True
ORD-10419,2024-06-28,CUST-280,LATAM,Inside Sales,Cloud Services,1,1166.27,5.0,1166.27,408.19,758.08,True
ORD-10420,2024-06-11,CUST-342,North America,Inside Sales,Enterprise Software,1,1718.52,5.0,1718.52,429.63,1288.89,True
ORD-10421,2024-06-06,CUST-257,APAC,Partner / Reseller,Professional Consulting,3,5371.86,5.0,16115.58,8863.57,7252.01,True
ORD-10422,2024-06-27,CUST-132,North America,Direct Sales,Enterprise Software,2,2365.93,15.0,4731.86,1182.96,3548.9,True
ORD-10423,2024-06-19,CUST-108,North America,Digital Self-Service,Enterprise Software,5,4978.28,15.0,24891.4,6222.85,18668.55,True
ORD-10424,2024-06-20,CUST-136,North America,Direct Sales,Enterprise Software,5,3349.09,0.0,16745.45,4186.36,12559.09,True
ORD-10425,2024-06-11,CUST-281,EMEA,Digital Self-Service,Enterprise Software,1,4564.22,5.0,4564.22,1141.06,3423.16,True
ORD-10426,2024-06-09,CUST-301,North America,Direct Sales,Enterprise Software,1,3834.07,0.0,3834.07,958.52,2875.55,True
ORD-10427,2024-06-15,CUST-226,APAC,Digital Self-Service,Professional Consulting,3,7814.61,5.0,23443.83,12894.11,10549.72,True
ORD-10428,2024-06-04,CUST-294,EMEA,Partner / Reseller,Professional Consulting,2,6732.38,5.0,13464.76,7405.62,6059.14,True
ORD-10429,2024-06-26,CUST-343,North America,Digital Self-Service,Professional Consulting,1,3769.45,0.0,3769.45,2073.2,1696.25,True
ORD-10430,2024-06-13,CUST-350,North America,Inside Sales,Enterprise Software,5,1485.01,10.0,7425.05,1856.26,5568.79,True
ORD-10431,2024-06-14,CUST-140,North America,Digital Self-Service,Hardware & Peripherals,3,323.25,0.0,969.75,698.22,271.53,True
ORD-10432,2024-06-07,CUST-238,North America,Digital Self-Service,Cloud Services,5,1563.64,0.0,7818.2,2736.37,5081.83,True
ORD-10433,2024-06-04,CUST-139,North America,Direct Sales,Enterprise Software,3,3372.73,5.0,10118.19,2529.55,7588.64,True
ORD-10434,2024-06-10,CUST-124,North America,Partner / Reseller,Professional Consulting,1,5750.55,5.0,5750.55,3162.8,2587.75,True
ORD-10435,2024-06-03,CUST-220,EMEA,Digital Self-Service,Cloud Services,2,642.57,0.0,1285.14,449.8,835.34,True
ORD-10436,2024-06-18,CUST-147,North America,Digital Self-Service,Enterprise Software,1,2609.88,5.0,2609.88,652.47,1957.41,True
ORD-10437,2024-06-09,CUST-292,EMEA,Direct Sales,Enterprise Software,1,2220.54,0.0,2220.54,555.13,1665.41,True
ORD-10438,2024-06-12,CUST-158,EMEA,Inside Sales,Professional Consulting,2,4483.92,10.0,8967.84,4932.31,4035.53,True
ORD-10439,2024-06-14,CUST-246,APAC,Inside Sales,Hardware & Peripherals,5,871.42,0.0,4357.1,3137.11,1219.99,True
ORD-10440,2024-06-13,CUST-330,EMEA,Partner / Reseller,Hardware & Peripherals,1,900.02,0.0,900.02,648.01,252.01,True
ORD-10441,2024-06-25,CUST-154,APAC,Partner / Reseller,Cloud Services,1,2393.03,0.0,2393.03,837.56,1555.47,True
ORD-10442,2024-06-03,CUST-260,North America,Digital Self-Service,Hardware & Peripherals,10,607.16,0.0,6071.6,4371.55,1700.05,True
ORD-10443,2024-06-24,CUST-201,EMEA,Digital Self-Service,Hardware & Peripherals,1,220.36,5.0,220.36,158.66,61.7,True
ORD-10444,2024-06-30,CUST-233,APAC,Direct Sales,Professional Consulting,2,6719.3,5.0,13438.6,7391.23,6047.37,True
ORD-10445,2024-06-05,CUST-125,LATAM,Direct Sales,Cloud Services,5,1623.62,10.0,8118.1,2841.34,5276.76,True
ORD-10446,2024-06-28,CUST-198,EMEA,Inside Sales,Cloud Services,1,1122.13,0.0,1122.13,392.75,729.38,True
ORD-10447,2024-06-09,CUST-202,North America,Digital Self-Service,Cloud Services,2,1698.31,5.0,3396.62,1188.82,2207.8,True
ORD-10448,2024-06-02,CUST-105,North America,Digital Self-Service,Professional Consulting,3,7525.01,0.0,22575.03,12416.27,10158.76,True
ORD-10449,2024-06-27,CUST-322,North America,Digital Self-Service,Cloud Services,1,1861.98,25.0,1861.98,651.69,1210.29,True
ORD-10450,2024-06-15,CUST-254,EMEA,Partner / Reseller,Professional Consulting,2,3925.21,5.0,7850.42,4317.73,3532.69,True
ORD-10451,2024-06-30,CUST-322,North America,Direct Sales,Professional Consulting,2,6445.67,5.0,12891.34,7090.24,5801.1,True
ORD-10452,2024-06-06,CUST-299,APAC,Direct Sales,Enterprise Software,1,3896.36,0.0,3896.36,974.09,2922.27,True
ORD-10453,2024-06-29,CUST-216,North America,Digital Self-Service,Professional Consulting,1,7021.86,10.0,7021.86,3862.02,3159.84,True
ORD-10454,2024-06-09,CUST-336,North America,Direct Sales,Enterprise Software,1,2964.03,0.0,2964.03,741.01,2223.02,True
ORD-10455,2024-06-16,CUST-250,EMEA,Digital Self-Service,Cloud Services,3,772.93,0.0,2318.79,811.58,1507.21,True
ORD-10456,2024-06-29,CUST-107,North America,Partner / Reseller,Enterprise Software,1,4357.31,15.0,4357.31,1089.33,3267.98,True
ORD-10457,2024-06-25,CUST-273,North America,Inside Sales,Hardware & Peripherals,2,1049.97,5.0,2099.94,1511.96,587.98,True
ORD-10458,2024-06-28,CUST-333,North America,Partner / Reseller,Professional Consulting,1,6605.44,5.0,6605.44,3632.99,2972.45,True
ORD-10459,2024-06-01,CUST-282,LATAM,Digital Self-Service,Enterprise Software,5,3511.71,5.0,17558.55,4389.64,13168.91,True
ORD-10460,2024-06-13,CUST-177,EMEA,Inside Sales,Professional Consulting,1,4753.99,5.0,4753.99,2614.69,2139.3,True
ORD-10461,2024-06-01,CUST-195,EMEA,Digital Self-Service,Cloud Services,3,1790.95,0.0,5372.85,1880.5,3492.35,True
ORD-10462,2024-06-04,CUST-183,APAC,Digital Self-Service,Cloud Services,1,1106.2,5.0,1106.2,387.17,719.03,True
ORD-10463,2024-06-29,CUST-161,APAC,Inside Sales,Cloud Services,1,795.56,5.0,795.56,278.45,517.11,True
ORD-10464,2024-06-22,CUST-175,North America,Inside Sales,Enterprise Software,1,1296.73,5.0,1296.73,324.18,972.55,True
ORD-10465,2024-06-24,CUST-148,North America,Partner / Reseller,Enterprise Software,2,3890.66,5.0,7781.32,1945.33,5835.99,True
ORD-10466,2024-06-21,CUST-229,North America,Partner / Reseller,Professional Consulting,2,7439.16,10.0,14878.32,8183.08,6695.24,True
ORD-10467,2024-06-29,CUST-289,North America,Partner / Reseller,Cloud Services,1,1016.95,15.0,1016.95,355.93,661.02,True
ORD-10468,2024-06-29,CUST-290,APAC,Inside Sales,Enterprise Software,1,1539.34,10.0,1539.34,384.83,1154.51,True
ORD-10469,2024-06-11,CUST-130,EMEA,Direct Sales,Enterprise Software,1,3425.17,5.0,3425.17,856.29,2568.88,True
ORD-10470,2024-06-07,CUST-176,North America,Partner / Reseller,Cloud Services,1,2221.75,0.0,2221.75,777.61,1444.14,True
ORD-10471,2024-06-07,CUST-217,North America,Partner / Reseller,Enterprise Software,3,4951.33,10.0,14853.99,3713.5,11140.49,True
ORD-10472,2024-06-16,CUST-114,North America,Digital Self-Service,Enterprise Software,1,4949.23,0.0,4949.23,1237.31,3711.92,True
ORD-10473,2024-06-25,CUST-295,APAC,Partner / Reseller,Enterprise Software,1,4105.04,5.0,4105.04,1026.26,3078.78,True
ORD-10474,2024-06-21,CUST-101,North America,Partner / Reseller,Cloud Services,1,1300.95,10.0,1300.95,455.33,845.62,True
ORD-10475,2024-06-01,CUST-104,EMEA,Partner / Reseller,Hardware & Peripherals,1,944.69,0.0,944.69,680.18,264.51,True
ORD-10476,2024-06-29,CUST-250,North America,Direct Sales,Enterprise Software,1,1689.94,10.0,1689.94,422.49,1267.45,True
ORD-10477,2024-06-10,CUST-234,North America,Partner / Reseller,Hardware & Peripherals,1,628.72,0.0,628.72,452.68,176.04,True
ORD-10478,2024-06-29,CUST-332,LATAM,Inside Sales,Cloud Services,1,1975.24,0.0,1975.24,691.33,1283.91,True
ORD-10479,2024-06-08,CUST-250,EMEA,Direct Sales,Professional Consulting,2,2787.23,0.0,5574.46,3065.95,2508.51,True
ORD-10480,2024-06-21,CUST-297,EMEA,Direct Sales,Professional Consulting,2,4251.15,5.0,8502.3,4676.27,3826.03,True
ORD-10481,2024-06-02,CUST-276,North America,Inside Sales,Cloud Services,1,1772.49,0.0,1772.49,620.37,1152.12,True
ORD-10482,2024-06-18,CUST-275,EMEA,Digital Self-Service,Enterprise Software,1,3867.1,5.0,3867.1,966.77,2900.33,True
ORD-10483,2024-06-04,CUST-135,North America,Direct Sales,Cloud Services,2,966.95,5.0,1933.9,676.87,1257.03,True
ORD-10484,2024-06-20,CUST-150,EMEA,Digital Self-Service,Enterprise Software,1,1633.25,10.0,1633.25,408.31,1224.94,True
ORD-10485,2024-06-07,CUST-240,EMEA,Partner / Reseller,Enterprise Software,1,2757.07,5.0,2757.07,689.27,2067.8,True
ORD-10486,2024-06-16,CUST-332,North America,Inside Sales,Enterprise Software,2,1210.4,0.0,2420.8,605.2,1815.6,True
ORD-10487,2024-07-04,CUST-331,North America,Partner / Reseller,Professional Consulting,2,2450.29,5.0,4900.58,2695.32,2205.26,True
ORD-10488,2024-07-11,CUST-323,North America,Digital Self-Service,Enterprise Software,3,1390.3,0.0,4170.9,1042.72,3128.18,True
ORD-10489,2024-07-23,CUST-294,APAC,Direct Sales,Enterprise Software,1,4006.45,15.0,4006.45,1001.61,3004.84,True
ORD-10490,2024-07-23,CUST-344,EMEA,Direct Sales,Cloud Services,3,1090.19,0.0,3270.57,1144.7,2125.87,True
ORD-10491,2024-07-12,CUST-169,APAC,Inside Sales,Enterprise Software,5,2722.95,10.0,13614.75,3403.69,10211.06,True
ORD-10492,2024-07-22,CUST-285,North America,Partner / Reseller,Hardware & Peripherals,1,325.12,0.0,325.12,234.09,91.03,True
ORD-10493,2024-07-31,CUST-146,EMEA,Digital Self-Service,Cloud Services,2,2084.76,5.0,4169.52,1459.33,2710.19,True
ORD-10494,2024-07-29,CUST-133,EMEA,Inside Sales,Cloud Services,10,2160.93,0.0,21609.3,7563.25,14046.05,True
ORD-10495,2024-07-15,CUST-103,EMEA,Partner / Reseller,Cloud Services,2,533.01,25.0,1066.02,373.11,692.91,True
ORD-10496,2024-07-23,CUST-258,North America,Partner / Reseller,Professional Consulting,2,5114.6,5.0,10229.2,5626.06,4603.14,True
ORD-10497,2024-07-23,CUST-242,APAC,Direct Sales,Cloud Services,3,1208.24,0.0,3624.72,1268.65,2356.07,True
ORD-10498,2024-07-31,CUST-322,North America,Inside Sales,Enterprise Software,3,4425.61,0.0,13276.83,3319.21,9957.62,True
ORD-10499,2024-07-12,CUST-264,North America,Partner / Reseller,Hardware & Peripherals,1,202.87,0.0,202.87,146.07,56.8,True
ORD-10500,2024-07-16,CUST-214,North America,Inside Sales,Professional Consulting,3,4688.59,10.0,14065.77,7736.17,6329.6,True
ORD-10501,2024-07-02,CUST-100,APAC,Digital Self-Service,Enterprise Software,2,2766.89,15.0,5533.78,1383.44,4150.34,True
ORD-10502,2024-07-19,CUST-193,APAC,Partner / Reseller,Enterprise Software,5,3751.6,10.0,18758.0,4689.5,14068.5,True
ORD-10503,2024-07-12,CUST-268,North America,Inside Sales,Cloud Services,1,1701.49,0.0,1701.49,595.52,1105.97,True
ORD-10504,2024-07-26,CUST-262,LATAM,Digital Self-Service,Cloud Services,1,404.61,5.0,404.61,141.61,263.0,True
ORD-10505,2024-07-13,CUST-135,APAC,Inside Sales,Professional Consulting,1,2274.67,0.0,2274.67,1251.07,1023.6,True
ORD-10506,2024-07-21,CUST-155,EMEA,Partner / Reseller,Enterprise Software,3,1658.83,10.0,4976.49,1244.12,3732.37,True
ORD-10507,2024-07-05,CUST-272,EMEA,Inside Sales,Professional Consulting,2,2279.0,5.0,4558.0,2506.9,2051.1,True
ORD-10508,2024-07-20,CUST-235,APAC,Inside Sales,Hardware & Peripherals,1,291.37,10.0,291.37,209.79,81.58,True
ORD-10509,2024-07-17,CUST-277,EMEA,Partner / Reseller,Hardware & Peripherals,3,970.14,0.0,2910.42,2095.5,814.92,True
ORD-10510,2024-07-23,CUST-198,North America,Partner / Reseller,Cloud Services,1,2253.66,0.0,2253.66,788.78,1464.88,True
ORD-10511,2024-07-12,CUST-205,EMEA,Digital Self-Service,Hardware & Peripherals,1,625.49,10.0,625.49,450.35,175.14,True
ORD-10512,2024-07-19,CUST-261,North America,Partner / Reseller,Professional Consulting,5,6271.25,5.0,31356.25,17245.94,14110.31,True
ORD-10513,2024-07-11,CUST-281,EMEA,Partner / Reseller,Cloud Services,1,2334.5,5.0,2334.5,817.07,1517.43,True
ORD-10514,2024-07-24,CUST-243,EMEA,Inside Sales,Cloud Services,2,1891.74,5.0,3783.48,1324.22,2459.26,True
ORD-10515,2024-07-30,CUST-306,North America,Direct Sales,Professional Consulting,3,3715.57,0.0,11146.71,6130.69,5016.02,True
ORD-10516,2024-07-06,CUST-301,North America,Digital Self-Service,Enterprise Software,1,1415.1,5.0,1415.1,353.77,1061.33,True
ORD-10517,2024-07-06,CUST-292,EMEA,Digital Self-Service,Professional Consulting,1,6143.57,10.0,6143.57,3378.96,2764.61,True
ORD-10518,2024-07-05,CUST-157,APAC,Inside Sales,Cloud Services,2,1818.6,0.0,3637.2,1273.02,2364.18,True
ORD-10519,2024-07-27,CUST-112,LATAM,Inside Sales,Professional Consulting,2,6176.77,5.0,12353.54,6794.45,5559.09,True
ORD-10520,2024-07-27,CUST-103,APAC,Partner / Reseller,Hardware & Peripherals,2,478.29,5.0,956.58,688.74,267.84,True
ORD-10521,2024-07-26,CUST-262,EMEA,Digital Self-Service,Professional Consulting,1,4658.38,10.0,4658.38,2562.11,2096.27,True
ORD-10522,2024-07-19,CUST-149,North America,Partner / Reseller,Professional Consulting,2,3178.81,25.0,6357.62,3496.69,2860.93,True
ORD-10523,2024-07-04,CUST-196,North America,Digital Self-Service,Enterprise Software,1,1860.42,5.0,1860.42,465.11,1395.31,True
ORD-10524,2024-07-06,CUST-219,EMEA,Partner / Reseller,Enterprise Software,1,4414.85,0.0,4414.85,1103.71,3311.14,True
ORD-10525,2024-07-31,CUST-257,APAC,Digital Self-Service,Enterprise Software,5,1393.25,5.0,6966.25,1741.56,5224.69,True
ORD-10526,2024-07-20,CUST-234,North America,Partner / Reseller,Cloud Services,2,553.05,5.0,1106.1,387.13,718.97,True
ORD-10527,2024-07-27,CUST-123,North America,Partner / Reseller,Cloud Services,1,1273.46,5.0,1273.46,445.71,827.75,True
ORD-10528,2024-07-12,CUST-235,EMEA,Direct Sales,Enterprise Software,2,2030.09,0.0,4060.18,1015.04,3045.14,True
ORD-10529,2024-07-13,CUST-259,North America,Direct Sales,Cloud Services,2,2299.44,5.0,4598.88,1609.61,2989.27,True
ORD-10530,2024-07-12,CUST-165,EMEA,Digital Self-Service,Enterprise Software,1,4225.59,0.0,4225.59,1056.4,3169.19,True
ORD-10531,2024-07-18,CUST-214,EMEA,Digital Self-Service,Professional Consulting,3,4249.75,15.0,12749.25,7012.09,5737.16,True
ORD-10532,2024-07-08,CUST-348,LATAM,Direct Sales,Enterprise Software,1,1512.91,5.0,1512.91,378.23,1134.68,True
ORD-10533,2024-07-08,CUST-208,APAC,Partner / Reseller,Cloud Services,3,2024.52,5.0,6073.56,2125.75,3947.81,True
ORD-10534,2024-07-24,CUST-309,LATAM,Partner / Reseller,Professional Consulting,1,6448.25,0.0,6448.25,3546.54,2901.71,True
ORD-10535,2024-07-24,CUST-303,North America,Direct Sales,Enterprise Software,1,1532.58,5.0,1532.58,383.14,1149.44,True
ORD-10536,2024-07-09,CUST-203,North America,Direct Sales,Hardware & Peripherals,1,578.01,0.0,578.01,416.17,161.84,True
ORD-10537,2024-07-05,CUST-293,APAC,Direct Sales,Cloud Services,2,1746.99,10.0,3493.98,1222.89,2271.09,True
ORD-10538,2024-07-04,CUST-275,North America,Direct Sales,Enterprise Software,1,3110.78,0.0,3110.78,777.7,2333.08,True
ORD-10539,2024-07-31,CUST-221,North America,Partner / Reseller,Cloud Services,2,1229.74,0.0,2459.48,860.82,1598.66,True
ORD-10540,2024-07-14,CUST-262,North America,Digital Self-Service,Professional Consulting,1,7096.8,25.0,7096.8,3903.24,3193.56,True
ORD-10541,2024-07-02,CUST-101,EMEA,Inside Sales,Cloud Services,1,1565.65,5.0,1565.65,547.98,1017.67,True
ORD-10542,2024-07-04,CUST-188,North America,Partner / Reseller,Enterprise Software,3,4043.53,0.0,12130.59,3032.65,9097.94,True
ORD-10543,2024-07-09,CUST-271,APAC,Direct Sales,Cloud Services,1,930.76,15.0,930.76,325.77,604.99,True
ORD-10544,2024-07-31,CUST-118,North America,Direct Sales,Hardware & Peripherals,2,726.29,0.0,1452.58,1045.86,406.72,True
ORD-10545,2024-07-08,CUST-132,EMEA,Partner / Reseller,Professional Consulting,1,4923.14,0.0,4923.14,2707.73,2215.41,True
ORD-10546,2024-07-21,CUST-184,EMEA,Digital Self-Service,Enterprise Software,1,1935.29,5.0,1935.29,483.82,1451.47,True
ORD-10547,2024-07-06,CUST-209,North America,Digital Self-Service,Cloud Services,1,1165.44,0.0,1165.44,407.9,757.54,True
ORD-10548,2024-07-09,CUST-192,North America,Digital Self-Service,Professional Consulting,1,5845.03,15.0,5845.03,3214.77,2630.26,True
ORD-10549,2024-07-16,CUST-127,North America,Direct Sales,Cloud Services,1,2027.01,10.0,2027.01,709.45,1317.56,True
ORD-10550,2024-07-29,CUST-287,APAC,Direct Sales,Professional Consulting,1,7347.78,10.0,7347.78,4041.28,3306.5,True
ORD-10551,2024-07-30,CUST-248,EMEA,Partner / Reseller,Enterprise Software,1,3127.28,15.0,3127.28,781.82,2345.46,True
ORD-10552,2024-07-19,CUST-267,APAC,Digital Self-Service,Enterprise Software,1,4597.15,0.0,4597.15,1149.29,3447.86,True
ORD-10553,2024-07-30,CUST-218,EMEA,Direct Sales,Professional Consulting,1,6399.36,0.0,6399.36,3519.65,2879.71,True
ORD-10554,2024-07-18,CUST-257,EMEA,Partner / Reseller,Enterprise Software,5,2107.75,5.0,10538.75,2634.69,7904.06,True
ORD-10555,2024-07-07,CUST-137,APAC,Inside Sales,Cloud Services,3,1588.21,15.0,4764.63,1667.62,3097.01,True
ORD-10556,2024-07-03,CUST-194,North America,Partner / Reseller,Enterprise Software,1,3053.04,5.0,3053.04,763.26,2289.78,True
ORD-10557,2024-07-27,CUST-111,North America,Digital Self-Service,Enterprise Software,1,2984.76,0.0,2984.76,746.19,2238.57,True
ORD-10558,2024-07-18,CUST-248,EMEA,Partner / Reseller,Cloud Services,2,974.34,0.0,1948.68,682.04,1266.64,True
ORD-10559,2024-07-14,CUST-232,North America,Partner / Reseller,Enterprise Software,3,3682.68,5.0,11048.04,2762.01,8286.03,True
ORD-10560,2024-07-13,CUST-327,EMEA,Partner / Reseller,Professional Consulting,2,4070.19,5.0,8140.38,4477.21,3663.17,True
ORD-10561,2024-07-09,CUST-147,North America,Direct Sales,Enterprise Software,1,3645.21,5.0,3645.21,911.3,2733.91,True
ORD-10562,2024-07-15,CUST-222,EMEA,Partner / Reseller,Professional Consulting,1,6321.53,5.0,6321.53,3476.84,2844.69,True
ORD-10563,2024-07-15,CUST-141,North America,Direct Sales,Enterprise Software,2,1363.95,15.0,2727.9,681.98,2045.92,True
ORD-10564,2024-07-06,CUST-345,North America,Direct Sales,Enterprise Software,1,2181.39,15.0,2181.39,545.35,1636.04,True
ORD-10565,2024-07-25,CUST-214,EMEA,Inside Sales,Cloud Services,1,995.25,15.0,995.25,348.34,646.91,True
ORD-10566,2024-07-07,CUST-249,APAC,Partner / Reseller,Enterprise Software,1,2760.91,5.0,2760.91,690.23,2070.68,True
ORD-10567,2024-07-18,CUST-216,EMEA,Direct Sales,Enterprise Software,1,3951.91,0.0,3951.91,987.98,2963.93,True
ORD-10568,2024-07-14,CUST-332,EMEA,Inside Sales,Enterprise Software,1,1262.94,10.0,1262.94,315.74,947.2,True
ORD-10569,2024-07-21,CUST-109,APAC,Direct Sales,Enterprise Software,2,3008.3,0.0,6016.6,1504.15,4512.45,True
ORD-10570,2024-07-23,CUST-329,LATAM,Inside Sales,Enterprise Software,3,3493.2,5.0,10479.6,2619.9,7859.7,True
ORD-10571,2024-07-13,CUST-340,APAC,Inside Sales,Professional Consulting,1,6185.86,0.0,6185.86,3402.22,2783.64,True
ORD-10572,2024-07-27,CUST-125,North America,Digital Self-Service,Professional Consulting,2,6569.24,5.0,13138.48,7226.16,5912.32,True
ORD-10573,2024-07-09,CUST-239,North America,Partner / Reseller,Hardware & Peripherals,2,238.01,0.0,476.02,342.73,133.29,True
ORD-10574,2024-07-25,CUST-101,North America,Partner / Reseller,Professional Consulting,1,5467.92,5.0,5467.92,3007.36,2460.56,True
ORD-10575,2024-07-12,CUST-249,North America,Inside Sales,Cloud Services,1,623.82,5.0,623.82,218.34,405.48,True
ORD-10576,2024-07-21,CUST-205,EMEA,Inside Sales,Enterprise Software,2,3786.3,0.0,7572.6,1893.15,5679.45,True
ORD-10577,2024-08-18,CUST-188,APAC,Inside Sales,Cloud Services,1,932.93,10.0,932.93,326.53,606.4,True
ORD-10578,2024-08-28,CUST-300,EMEA,Partner / Reseller,Professional Consulting,1,2714.51,0.0,2714.51,1492.98,1221.53,True
ORD-10579,2024-08-17,CUST-278,EMEA,Direct Sales,Cloud Services,2,1110.72,0.0,2221.44,777.5,1443.94,True
ORD-10580,2024-08-21,CUST-337,EMEA,Direct Sales,Enterprise Software,1,1546.14,0.0,1546.14,386.54,1159.6,True
ORD-10581,2024-08-08,CUST-338,LATAM,Digital Self-Service,Enterprise Software,2,3514.31,10.0,7028.62,1757.15,5271.47,True
ORD-10582,2024-08-20,CUST-226,North America,Partner / Reseller,Enterprise Software,1,4139.71,15.0,4139.71,1034.93,3104.78,True
ORD-10583,2024-08-30,CUST-253,EMEA,Partner / Reseller,Professional Consulting,1,3716.04,5.0,3716.04,2043.82,1672.22,True
ORD-10584,2024-08-22,CUST-140,North America,Digital Self-Service,Enterprise Software,1,2109.18,10.0,2109.18,527.29,1581.89,True
ORD-10585,2024-08-12,CUST-103,APAC,Direct Sales,Cloud Services,1,1251.45,15.0,1251.45,438.01,813.44,True
ORD-10586,2024-08-18,CUST-189,North America,Digital Self-Service,Enterprise Software,3,4353.11,0.0,13059.33,3264.83,9794.5,True
ORD-10587,2024-08-07,CUST-144,North America,Direct Sales,Cloud Services,1,1248.31,5.0,1248.31,436.91,811.4,True
ORD-10588,2024-08-17,CUST-344,North America,Digital Self-Service,Enterprise Software,3,4798.66,5.0,14395.98,3598.99,10796.99,True
ORD-10589,2024-08-13,CUST-346,APAC,Inside Sales,Cloud Services,2,2016.93,15.0,4033.86,1411.85,2622.01,True
ORD-10590,2024-08-28,CUST-262,APAC,Partner / Reseller,Enterprise Software,1,1641.82,5.0,1641.82,410.45,1231.37,True
ORD-10591,2024-08-08,CUST-237,North America,Digital Self-Service,Professional Consulting,1,4474.56,0.0,4474.56,2461.01,2013.55,True
ORD-10592,2024-08-03,CUST-241,LATAM,Inside Sales,Enterprise Software,1,4045.39,0.0,4045.39,1011.35,3034.04,True
ORD-10593,2024-08-07,CUST-274,LATAM,Partner / Reseller,Hardware & Peripherals,5,432.53,5.0,2162.65,1557.11,605.54,True
ORD-10594,2024-08-07,CUST-158,North America,Partner / Reseller,Enterprise Software,1,2119.81,10.0,2119.81,529.95,1589.86,True
ORD-10595,2024-08-12,CUST-273,LATAM,Inside Sales,Enterprise Software,5,1605.42,5.0,8027.1,2006.78,6020.32,True
ORD-10596,2024-08-25,CUST-195,EMEA,Inside Sales,Professional Consulting,3,7747.96,15.0,23243.88,12784.13,10459.75,True
ORD-10597,2024-08-29,CUST-295,LATAM,Digital Self-Service,Hardware & Peripherals,1,1062.21,0.0,1062.21,764.79,297.42,True
ORD-10598,2024-08-25,CUST-222,LATAM,Direct Sales,Cloud Services,2,513.71,5.0,1027.42,359.6,667.82,True
ORD-10599,2024-08-13,CUST-130,EMEA,Inside Sales,Professional Consulting,1,6655.42,0.0,6655.42,3660.48,2994.94,True
ORD-10600,2024-08-01,CUST-183,North America,Digital Self-Service,Enterprise Software,2,2000.86,0.0,4001.72,1000.43,3001.29,True
ORD-10601,2024-08-09,CUST-193,North America,Inside Sales,Enterprise Software,2,2991.11,0.0,5982.22,1495.56,4486.66,True
ORD-10602,2024-08-23,CUST-215,North America,Partner / Reseller,Professional Consulting,1,4190.47,25.0,4190.47,2304.76,1885.71,True
ORD-10603,2024-08-22,CUST-160,EMEA,Inside Sales,Enterprise Software,1,1579.51,0.0,1579.51,394.88,1184.63,True
ORD-10604,2024-08-26,CUST-145,North America,Partner / Reseller,Hardware & Peripherals,3,307.03,25.0,921.09,663.18,257.91,True
ORD-10605,2024-08-28,CUST-224,North America,Direct Sales,Cloud Services,1,1521.36,0.0,1521.36,532.48,988.88,True
ORD-10606,2024-08-23,CUST-314,EMEA,Inside Sales,Enterprise Software,1,2018.78,10.0,2018.78,504.69,1514.09,True
ORD-10607,2024-08-09,CUST-165,North America,Inside Sales,Enterprise Software,5,3329.33,0.0,16646.65,4161.66,12484.99,True
ORD-10608,2024-08-28,CUST-266,EMEA,Partner / Reseller,Cloud Services,2,1671.71,25.0,3343.42,1170.2,2173.22,True
ORD-10609,2024-08-10,CUST-288,North America,Direct Sales,Enterprise Software,1,3758.13,0.0,3758.13,939.53,2818.6,True
ORD-10610,2024-08-10,CUST-263,APAC,Digital Self-Service,Cloud Services,3,2408.85,5.0,7226.55,2529.29,4697.26,True
ORD-10611,2024-08-20,CUST-141,North America,Digital Self-Service,Cloud Services,1,2182.69,0.0,2182.69,763.94,1418.75,True
